usertype,zip_code_start,borough_start,neighborhood_start,zip_code_end,borough_end,neighborhood_end,start_day,stop_day,day_mean_temperature,day_mean_wind_speed,day_total_precipitation,trip_minutes,trip_count
Customer,11101,Queens,Northwest Queens,10022,Manhattan,Gramercy Park and Murray Hill,08/11/2020,08/11/2020,51.9,4,0,20,3
Customer,10075,Manhattan,Upper East Side,10036,Manhattan,Chelsea and Clinton,20/12/2020,20/12/2020,38.6,5.8,0,30,2
Subscriber,10021,Manhattan,Upper East Side,10036,Manhattan,Chelsea and Clinton,05/11/2020,05/11/2020,62.8,1.9,0,20,8
Customer,10020,Manhattan,Chelsea and Clinton,10036,Manhattan,Chelsea and Clinton,19/05/2019,19/05/2019,60.3,4.3,0,10,1
Subscriber,10028,Manhattan,Upper East Side,10023,Manhattan,Upper West Side,13/10/2020,13/10/2020,65.8,2.5,0.01,30,3
Subscriber,11222,Brooklyn,Greenpoint,10009,Manhattan,Lower East Side,01/09/2020,01/09/2020,82,2.6,0,20,3
Subscriber,11222,Brooklyn,Greenpoint,10022,Manhattan,Gramercy Park and Murray Hill,03/09/2020,03/09/2020,82.6,1.8,0,30,3
Subscriber,10028,Manhattan,Upper East Side,10065,Manhattan,Upper East Side,17/09/2020,17/09/2020,77,1.3,0,20,6
Subscriber,10075,Manhattan,Upper East Side,10017,Manhattan,Gramercy Park and Murray Hill,27/09/2020,27/09/2020,63.5,4.8,0,10,1
Customer,11101,Queens,Northwest Queens,11222,Brooklyn,Greenpoint,21/11/2020,21/11/2020,46.4,4.9,0,30,2
Subscriber,10075,Manhattan,Upper East Side,10001,Manhattan,Chelsea and Clinton,30/11/2020,30/11/2020,39.4,6,0,20,2
Subscriber,11222,Brooklyn,Greenpoint,10065,Manhattan,Upper East Side,17/09/2020,17/09/2020,77,1.3,0,30,1
Subscriber,10028,Manhattan,Upper East Side,10023,Manhattan,Upper West Side,15/11/2020,15/11/2020,46.5,4.1,0,10,16
Customer,11222,Brooklyn,Greenpoint,11217,Brooklyn,Northwest Brooklyn,07/09/2020,07/09/2020,78.4,3.4,0,200,2
Customer,11101,Queens,Northwest Queens,11222,Brooklyn,Greenpoint,05/10/2020,05/10/2020,57.7,6.6,0,20,2
Customer,11221,Brooklyn,Bushwick and Williamsburg,11222,Brooklyn,Greenpoint,08/09/2020,08/09/2020,84.2,3.8,0,40,1
Subscriber,10021,Manhattan,Upper East Side,10021,Manhattan,Upper East Side,01/08/2020,01/08/2020,81.6,3.8,0,40,2
Subscriber,10028,Manhattan,Upper East Side,10017,Manhattan,Gramercy Park and Murray Hill,17/12/2020,17/12/2020,54.7,3.4,0.04,10,2
Subscriber,11222,Brooklyn,Greenpoint,11222,Brooklyn,Greenpoint,15/09/2020,15/09/2020,72,2.1,0,40,1
Customer,10021,Manhattan,Upper East Side,10023,Manhattan,Upper West Side,12/12/2020,12/12/2020,59.6,2.7,0,20,2
Customer,11222,Brooklyn,Greenpoint,11211,Brooklyn,Greenpoint,27/08/2020,27/08/2020,73.8,2.6,0,250,1
Customer,10028,Manhattan,Upper East Side,10010,Manhattan,Gramercy Park and Murray Hill,26/09/2020,26/09/2020,66.5,5.2,0,40,1
Customer,11101,Queens,Northwest Queens,11101,Queens,Northwest Queens,04/12/2020,04/12/2020,46.4,4.5,0,460,1
Customer,11206,Brooklyn,Bushwick and Williamsburg,11211,Brooklyn,Greenpoint,20/08/2020,20/08/2020,80.5,4.2,0,20,2
Subscriber,11101,Queens,Northwest Queens,11201,Brooklyn,Northwest Brooklyn,16/08/2020,16/08/2020,82.8,1.2,0,50,1
Subscriber,11233,Brooklyn,Central Brooklyn,11211,Brooklyn,Greenpoint,11/12/2020,11/12/2020,55.2,3.1,0,20,1
Subscriber,11221,Brooklyn,Bushwick and Williamsburg,11221,Brooklyn,Bushwick and Williamsburg,09/09/2020,09/09/2020,82,4,0,10,1
Customer,11101,Queens,Northwest Queens,10022,Manhattan,Gramercy Park and Murray Hill,23/08/2020,23/08/2020,76,3.6,0,40,1
Subscriber,11222,Brooklyn,Greenpoint,10010,Manhattan,Gramercy Park and Murray Hill,28/09/2020,28/09/2020,70.1,2.3,0,40,1
Subscriber,10069,Manhattan,West Side,10036,Manhattan,Chelsea and Clinton,31/10/2020,31/10/2020,49.1,3,0,10,1
Subscriber,11101,Queens,Northwest Queens,10019,Manhattan,Chelsea and Clinton,26/09/2020,26/09/2020,66.5,5.2,0,30,2
Customer,11222,Brooklyn,Greenpoint,11222,Brooklyn,Greenpoint,27/08/2020,27/08/2020,73.8,2.6,0,30,1
Subscriber,10075,Manhattan,Upper East Side,10023,Manhattan,Upper West Side,03/12/2020,03/12/2020,50.9,6.2,0.1,10,4
Customer,10069,Manhattan,West Side,10024,Manhattan,Upper West Side,03/12/2020,03/12/2020,50.9,6.2,0.1,30,1
Subscriber,10020,Manhattan,Chelsea and Clinton,10036,Manhattan,Chelsea and Clinton,05/04/2019,05/04/2019,45.8,7.9,0.18,10,1
Subscriber,10028,Manhattan,Upper East Side,11101,Queens,Northwest Queens,01/10/2020,01/10/2020,59.8,7.6,0.04,40,1
Subscriber,11222,Brooklyn,Greenpoint,10011,Manhattan,Chelsea and Clinton,12/10/2020,12/10/2020,64.4,3.7,0,30,1
Subscriber,10021,Manhattan,Upper East Side,10012,Manhattan,Greenwich Village and Soho,05/10/2020,05/10/2020,57.7,6.6,0,20,1
Subscriber,10021,Manhattan,Upper East Side,10011,Manhattan,Chelsea and Clinton,10/12/2020,10/12/2020,54.9,4.5,0,20,1
Subscriber,11222,Brooklyn,Greenpoint,11205,Brooklyn,Northwest Brooklyn,18/11/2020,18/11/2020,50.9,3.6,0,10,1
Subscriber,10021,Manhattan,Upper East Side,10036,Manhattan,Chelsea and Clinton,22/11/2020,22/11/2020,51.2,5.1,0.03,20,6
Subscriber,10020,Manhattan,Chelsea and Clinton,10012,Manhattan,Greenwich Village and Soho,19/05/2019,19/05/2019,60.3,4.3,0,20,2
Subscriber,10075,Manhattan,Upper East Side,10023,Manhattan,Upper West Side,29/12/2020,29/12/2020,39.3,6.8,0.33,0,1
Subscriber,10028,Manhattan,Upper East Side,10001,Manhattan,Chelsea and Clinton,25/10/2020,26/10/2020,59.1,4,0.02,20,1
Subscriber,10021,Manhattan,Upper East Side,10007,Manhattan,Lower Manhattan,20/10/2020,20/10/2020,56.2,5.7,0,60,1
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,10004,Manhattan,Lower Manhattan,22/09/2020,23/09/2020,66.8,6.4,0,810,1
Customer,11206,Brooklyn,Bushwick and Williamsburg,11206,Brooklyn,Bushwick and Williamsburg,17/10/2020,17/10/2020,51.6,5,0,80,1
Customer,11222,Brooklyn,Greenpoint,11201,Brooklyn,Northwest Brooklyn,29/09/2020,29/09/2020,75.6,2.7,0,30,1
Subscriber,10028,Manhattan,Upper East Side,10001,Manhattan,Chelsea and Clinton,30/10/2020,30/10/2020,55.8,5.4,0.04,20,3
Subscriber,10021,Manhattan,Upper East Side,10038,Manhattan,Lower Manhattan,17/10/2020,17/10/2020,51.6,5,0,40,2
Customer,11101,Queens,Northwest Queens,10016,Manhattan,Gramercy Park and Murray Hill,11/11/2020,11/11/2020,52.7,6,0.69,20,1
Customer,10069,Manhattan,West Side,10023,Manhattan,Upper West Side,07/12/2020,07/12/2020,48,2.9,0,0,1
Subscriber,10028,Manhattan,Upper East Side,10065,Manhattan,Upper East Side,11/12/2020,11/12/2020,55.2,3.1,0,40,1
Subscriber,10075,Manhattan,Upper East Side,10003,Manhattan,Lower East Side,12/09/2020,12/09/2020,74,2.3,0,30,1
Subscriber,10020,Manhattan,Chelsea and Clinton,10013,Manhattan,Greenwich Village and Soho,30/06/2019,30/06/2019,75.7,2.2,0,30,1
Customer,10020,Manhattan,Chelsea and Clinton,10023,Manhattan,Upper West Side,26/06/2019,26/06/2019,76.6,3.4,0.15,10,1
Customer,10075,Manhattan,Upper East Side,10168,Manhattan,Gramercy Park and Murray Hill,22/09/2020,22/09/2020,66.8,6.4,0,480,1
Subscriber,10069,Manhattan,West Side,10065,Manhattan,Upper East Side,09/11/2020,09/11/2020,51.1,1.7,0,30,1
Customer,11206,Brooklyn,Bushwick and Williamsburg,11217,Brooklyn,Northwest Brooklyn,02/11/2020,02/11/2020,59.4,2.6,0,40,1
Subscriber,10021,Manhattan,Upper East Side,10075,Manhattan,Upper East Side,13/10/2020,13/10/2020,65.8,2.5,0.01,20,1
Subscriber,10020,Manhattan,Chelsea and Clinton,10019,Manhattan,Chelsea and Clinton,09/04/2019,09/04/2019,52.2,6.6,0.34,20,1
Subscriber,11222,Brooklyn,Greenpoint,11217,Brooklyn,Northwest Brooklyn,04/11/2020,04/11/2020,62.9,2.3,0,40,2
Subscriber,10021,Manhattan,Upper East Side,10018,Manhattan,Chelsea and Clinton,06/11/2020,06/11/2020,69.4,3.7,0.01,10,1
Subscriber,10128,Manhattan,Upper East Side,10019,Manhattan,Chelsea and Clinton,01/11/2020,01/11/2020,57.9,3.9,0,20,1
Subscriber,10069,Manhattan,West Side,10036,Manhattan,Chelsea and Clinton,13/11/2020,13/11/2020,55.4,9.4,0.01,10,1
Subscriber,10028,Manhattan,Upper East Side,10036,Manhattan,Chelsea and Clinton,14/10/2020,14/10/2020,63.8,3.2,0,30,2
Customer,10021,Manhattan,Upper East Side,10011,Manhattan,Chelsea and Clinton,14/10/2020,14/10/2020,63.8,3.2,0,40,1
Customer,11221,Brooklyn,Bushwick and Williamsburg,11216,Brooklyn,Central Brooklyn,19/09/2020,19/09/2020,74.7,1.8,0,20,2
Subscriber,10075,Manhattan,Upper East Side,10011,Manhattan,Chelsea and Clinton,20/09/2020,20/09/2020,73.9,6.3,0,30,1
Subscriber,11222,Brooklyn,Greenpoint,10002,Manhattan,Lower East Side,27/11/2020,27/11/2020,57.1,2.9,0,50,1
Subscriber,11222,Brooklyn,Greenpoint,10038,Manhattan,Lower Manhattan,28/10/2020,28/10/2020,58,6.3,0,30,1
Subscriber,10020,Manhattan,Chelsea and Clinton,10009,Manhattan,Lower East Side,20/03/2019,20/03/2019,45.6,6.6,0.92,20,1
Subscriber,10021,Manhattan,Upper East Side,11101,Queens,Northwest Queens,29/09/2020,29/09/2020,75.6,2.7,0,20,1
Subscriber,10020,Manhattan,Chelsea and Clinton,10011,Manhattan,Chelsea and Clinton,07/03/2019,07/03/2019,30.2,6.8,0,30,1
Subscriber,10128,Manhattan,Upper East Side,11211,Brooklyn,Greenpoint,07/11/2020,07/11/2020,64.9,3.6,0,50,1
Customer,10069,Manhattan,West Side,10011,Manhattan,Chelsea and Clinton,21/10/2020,21/10/2020,65,2.8,0,20,2
Customer,10069,Manhattan,West Side,10024,Manhattan,Upper West Side,08/11/2020,08/11/2020,51.9,4,0,30,1
Subscriber,10075,Manhattan,Upper East Side,10065,Manhattan,Upper East Side,15/10/2020,15/10/2020,58.2,3.5,0,30,1
Subscriber,10028,Manhattan,Upper East Side,10128,Manhattan,Upper East Side,21/12/2020,21/12/2020,45,6.1,0,0,1
Customer,11222,Brooklyn,Greenpoint,11211,Brooklyn,Greenpoint,27/08/2020,27/08/2020,73.8,2.6,0,20,1
Subscriber,10069,Manhattan,West Side,10036,Manhattan,Chelsea and Clinton,12/10/2020,12/10/2020,64.4,3.7,0,20,1
Subscriber,11222,Brooklyn,Greenpoint,11101,Queens,Northwest Queens,13/09/2020,13/09/2020,72,5.2,0.29,0,1
Subscriber,10128,Manhattan,Upper East Side,10128,Manhattan,Upper East Side,06/12/2020,06/12/2020,46.5,2.7,0,40,1
Subscriber,11101,Queens,Northwest Queens,10003,Manhattan,Lower East Side,20/09/2020,20/09/2020,73.9,6.3,0,20,1
Subscriber,10075,Manhattan,Upper East Side,10024,Manhattan,Upper West Side,22/10/2020,22/10/2020,65.4,4.1,0,10,1
Subscriber,10021,Manhattan,Upper East Side,10028,Manhattan,Upper East Side,23/09/2020,23/09/2020,68.4,3.3,0,20,1
Customer,11206,Brooklyn,Bushwick and Williamsburg,11201,Brooklyn,Northwest Brooklyn,18/09/2020,18/09/2020,76.3,2.4,0,120,1
Subscriber,10069,Manhattan,West Side,10036,Manhattan,Chelsea and Clinton,19/11/2020,19/11/2020,59.5,5.4,0,20,1
Subscriber,11233,Brooklyn,Central Brooklyn,11221,Brooklyn,Bushwick and Williamsburg,01/12/2020,01/12/2020,46.5,5.9,0,10,4
Customer,11206,Brooklyn,Bushwick and Williamsburg,11238,Brooklyn,Central Brooklyn,13/10/2020,13/10/2020,65.8,2.5,0.01,60,2
Customer,11222,Brooklyn,Greenpoint,11222,Brooklyn,Greenpoint,08/09/2020,08/09/2020,84.2,3.8,0,10,13
Subscriber,11101,Queens,Northwest Queens,11222,Brooklyn,Greenpoint,15/10/2020,15/10/2020,58.2,3.5,0,20,6
Subscriber,10021,Manhattan,Upper East Side,10282,Manhattan,Tribeca,06/11/2020,06/11/2020,69.4,3.7,0.01,40,2
Subscriber,11101,Queens,Northwest Queens,11101,Queens,Northwest Queens,07/12/2020,07/12/2020,48,2.9,0,40,1
Subscriber,11101,Queens,Northwest Queens,11101,Queens,Northwest Queens,09/12/2020,09/12/2020,45.8,2.7,0,30,2
Subscriber,11222,Brooklyn,Greenpoint,11101,Queens,Northwest Queens,21/10/2020,21/10/2020,65,2.8,0,10,40
Customer,11101,Queens,Northwest Queens,11222,Brooklyn,Greenpoint,15/09/2020,15/09/2020,72,2.1,0,10,4
Subscriber,11222,Brooklyn,Greenpoint,11222,Brooklyn,Greenpoint,02/12/2020,03/12/2020,49.3,2.9,0.21,1250,1
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,11206,Brooklyn,Bushwick and Williamsburg,25/09/2020,25/09/2020,69,5.5,0,0,35
Subscriber,11101,Queens,Northwest Queens,11101,Queens,Northwest Queens,12/11/2020,12/11/2020,55.4,3.6,0.43,20,4
Subscriber,10021,Manhattan,Upper East Side,10168,Manhattan,Gramercy Park and Murray Hill,15/10/2020,15/10/2020,58.2,3.5,0,20,3
Customer,10028,Manhattan,Upper East Side,10023,Manhattan,Upper West Side,10/10/2020,10/10/2020,58.9,2.6,0.89,20,17
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,11211,Brooklyn,Greenpoint,25/08/2020,25/08/2020,80.9,3,0,10,10
Subscriber,10028,Manhattan,Upper East Side,10016,Manhattan,Gramercy Park and Murray Hill,16/11/2020,16/11/2020,58.1,2.9,0,20,12
Subscriber,10020,Manhattan,Chelsea and Clinton,10016,Manhattan,Gramercy Park and Murray Hill,21/03/2019,21/03/2019,44.1,8.2,0,10,5
Subscriber,11101,Queens,Northwest Queens,11211,Brooklyn,Greenpoint,22/08/2020,22/08/2020,76.9,3.7,0.32,20,4
Customer,11222,Brooklyn,Greenpoint,11101,Queens,Northwest Queens,24/09/2020,24/09/2020,69.7,3,0,20,6
Customer,10028,Manhattan,Upper East Side,10024,Manhattan,Upper West Side,13/10/2020,13/10/2020,65.8,2.5,0.01,30,3
Subscriber,10021,Manhattan,Upper East Side,10024,Manhattan,Upper West Side,13/12/2020,13/12/2020,61.8,2,0,20,4
Customer,10021,Manhattan,Upper East Side,10024,Manhattan,Upper West Side,13/09/2020,13/09/2020,72,5.2,0.29,40,2
Subscriber,11101,Queens,Northwest Queens,10016,Manhattan,Gramercy Park and Murray Hill,15/10/2020,15/10/2020,58.2,3.5,0,30,3
Subscriber,10028,Manhattan,Upper East Side,10024,Manhattan,Upper West Side,12/12/2020,12/12/2020,59.6,2.7,0,10,13
Customer,10028,Manhattan,Upper East Side,10023,Manhattan,Upper West Side,17/09/2020,17/09/2020,77,1.3,0,20,9
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,11206,Brooklyn,Bushwick and Williamsburg,28/10/2020,28/10/2020,58,6.3,0,0,23
Customer,11221,Brooklyn,Bushwick and Williamsburg,11206,Brooklyn,Bushwick and Williamsburg,22/09/2020,22/09/2020,66.8,6.4,0,0,1
Customer,10028,Manhattan,Upper East Side,10075,Manhattan,Upper East Side,05/12/2020,05/12/2020,45.7,2,0,10,2
Customer,11101,Queens,Northwest Queens,11222,Brooklyn,Greenpoint,23/10/2020,23/10/2020,58.8,5,0,20,2
Subscriber,10021,Manhattan,Upper East Side,10022,Manhattan,Gramercy Park and Murray Hill,27/09/2020,27/09/2020,63.5,4.8,0,10,9
Subscriber,10075,Manhattan,Upper East Side,10167,Manhattan,Gramercy Park and Murray Hill,21/10/2020,21/10/2020,65,2.8,0,20,3
Customer,11222,Brooklyn,Greenpoint,11211,Brooklyn,Greenpoint,30/09/2020,30/09/2020,73.5,5.3,1.33,10,6
Customer,11206,Brooklyn,Bushwick and Williamsburg,11211,Brooklyn,Greenpoint,01/09/2020,01/09/2020,82,2.6,0,10,2
Subscriber,11101,Queens,Northwest Queens,11206,Brooklyn,Bushwick and Williamsburg,27/11/2020,27/11/2020,57.1,2.9,0,20,1
Subscriber,10075,Manhattan,Upper East Side,10016,Manhattan,Gramercy Park and Murray Hill,05/10/2020,05/10/2020,57.7,6.6,0,20,5
Subscriber,10028,Manhattan,Upper East Side,10065,Manhattan,Upper East Side,11/10/2020,11/10/2020,59.3,2.8,0,10,23
Subscriber,10075,Manhattan,Upper East Side,10004,Manhattan,Lower Manhattan,28/10/2020,28/10/2020,58,6.3,0,30,1
Subscriber,10028,Manhattan,Upper East Side,10019,Manhattan,Chelsea and Clinton,10/12/2020,10/12/2020,54.9,4.5,0,20,22
Subscriber,10028,Manhattan,Upper East Side,10024,Manhattan,Upper West Side,30/10/2020,30/10/2020,55.8,5.4,0.04,10,7
Subscriber,10069,Manhattan,West Side,10014,Manhattan,Greenwich Village and Soho,08/11/2020,08/11/2020,51.9,4,0,30,2
Customer,10028,Manhattan,Upper East Side,10016,Manhattan,Gramercy Park and Murray Hill,24/10/2020,24/10/2020,48.4,4.1,0,80,3
Subscriber,10028,Manhattan,Upper East Side,10016,Manhattan,Gramercy Park and Murray Hill,27/11/2020,27/11/2020,57.1,2.9,0,30,2
Customer,10028,Manhattan,Upper East Side,10021,Manhattan,Upper East Side,22/11/2020,22/11/2020,51.2,5.1,0.03,10,1
Subscriber,10028,Manhattan,Upper East Side,10028,Manhattan,Upper East Side,17/09/2020,17/09/2020,77,1.3,0,0,24
Subscriber,11101,Queens,Northwest Queens,11211,Brooklyn,Greenpoint,09/09/2020,09/09/2020,82,4,0,30,1
Customer,11101,Queens,Northwest Queens,10022,Manhattan,Gramercy Park and Murray Hill,30/08/2020,30/08/2020,79.1,3.3,0,40,3
Subscriber,10021,Manhattan,Upper East Side,10103,Manhattan,Chelsea and Clinton,03/12/2020,03/12/2020,50.9,6.2,0.1,20,1
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,10002,Manhattan,Lower East Side,25/10/2020,25/10/2020,59.1,4,0.02,40,1
Subscriber,10021,Manhattan,Upper East Side,10019,Manhattan,Chelsea and Clinton,22/12/2020,22/12/2020,57.2,4.9,0,20,6
Subscriber,11101,Queens,Northwest Queens,11222,Brooklyn,Greenpoint,06/11/2020,06/11/2020,69.4,3.7,0.01,30,1
Subscriber,10075,Manhattan,Upper East Side,10023,Manhattan,Upper West Side,20/11/2020,20/11/2020,58.1,5.5,1.25,10,5
Subscriber,11222,Brooklyn,Greenpoint,10022,Manhattan,Gramercy Park and Murray Hill,23/09/2020,23/09/2020,68.4,3.3,0,20,1
Subscriber,10021,Manhattan,Upper East Side,10065,Manhattan,Upper East Side,30/12/2020,30/12/2020,41.3,3,0.15,0,5
Subscriber,10028,Manhattan,Upper East Side,10001,Manhattan,Chelsea and Clinton,24/11/2020,24/11/2020,38.2,3.8,0,30,6
Customer,11101,Queens,Northwest Queens,10065,Manhattan,Upper East Side,07/09/2020,07/09/2020,78.4,3.4,0,20,4
Customer,11206,Brooklyn,Bushwick and Williamsburg,11211,Brooklyn,Greenpoint,28/09/2020,28/09/2020,70.1,2.3,0,60,1
Customer,10028,Manhattan,Upper East Side,10011,Manhattan,Chelsea and Clinton,09/10/2020,09/10/2020,66.6,3,0,70,1
Customer,10021,Manhattan,Upper East Side,10001,Manhattan,Chelsea and Clinton,19/09/2020,19/09/2020,74.7,1.8,0,40,2
Subscriber,10028,Manhattan,Upper East Side,11201,Brooklyn,Northwest Brooklyn,10/12/2020,10/12/2020,54.9,4.5,0,40,1
Customer,11221,Brooklyn,Bushwick and Williamsburg,11222,Brooklyn,Greenpoint,16/12/2020,16/12/2020,50.6,5.9,0.09,20,1
Customer,10075,Manhattan,Upper East Side,10019,Manhattan,Chelsea and Clinton,03/10/2020,03/10/2020,50.2,11.8,1.36,10,1
Subscriber,11221,Brooklyn,Bushwick and Williamsburg,11205,Brooklyn,Northwest Brooklyn,21/11/2020,21/11/2020,46.4,4.9,0,10,3
Customer,11101,Queens,Northwest Queens,11222,Brooklyn,Greenpoint,07/10/2020,07/10/2020,64.9,2.5,0,10,1
Subscriber,10028,Manhattan,Upper East Side,10003,Manhattan,Lower East Side,15/10/2020,15/10/2020,58.2,3.5,0,40,4
Subscriber,10020,Manhattan,Chelsea and Clinton,10036,Manhattan,Chelsea and Clinton,21/06/2019,21/06/2019,70.4,4.7,0,10,5
Subscriber,10021,Manhattan,Upper East Side,10023,Manhattan,Upper West Side,26/12/2020,26/12/2020,54.5,5.9,0.01,10,5
Subscriber,10028,Manhattan,Upper East Side,10010,Manhattan,Gramercy Park and Murray Hill,23/10/2020,23/10/2020,58.8,5,0,30,3
Customer,10021,Manhattan,Upper East Side,10167,Manhattan,Gramercy Park and Murray Hill,02/11/2020,02/11/2020,59.4,2.6,0,20,1
Subscriber,10075,Manhattan,Upper East Side,10069,Manhattan,West Side,05/11/2020,05/11/2020,62.8,1.9,0,20,1
Subscriber,11222,Brooklyn,Greenpoint,10004,Manhattan,Lower Manhattan,11/09/2020,11/09/2020,72.3,5.6,0.45,30,2
Subscriber,11101,Queens,Northwest Queens,11206,Brooklyn,Bushwick and Williamsburg,13/12/2020,13/12/2020,61.8,2,0,40,1
Subscriber,10075,Manhattan,Upper East Side,10103,Manhattan,Chelsea and Clinton,28/09/2020,28/09/2020,70.1,2.3,0,10,1
Customer,10128,Manhattan,Upper East Side,10022,Manhattan,Gramercy Park and Murray Hill,22/11/2020,22/11/2020,51.2,5.1,0.03,30,1
Subscriber,10028,Manhattan,Upper East Side,10003,Manhattan,Lower East Side,04/10/2020,04/10/2020,56.5,9.2,0.02,40,3
Subscriber,10021,Manhattan,Upper East Side,10065,Manhattan,Upper East Side,31/12/2020,31/12/2020,46.5,3,0.19,20,1
Subscriber,10075,Manhattan,Upper East Side,10010,Manhattan,Gramercy Park and Murray Hill,18/12/2020,18/12/2020,51.9,5.5,1.21,20,2
Customer,11101,Queens,Northwest Queens,10028,Manhattan,Upper East Side,13/09/2020,13/09/2020,72,5.2,0.29,20,1
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,11205,Brooklyn,Northwest Brooklyn,27/08/2020,27/08/2020,73.8,2.6,0,0,3
Subscriber,11222,Brooklyn,Greenpoint,11101,Queens,Northwest Queens,18/10/2020,18/10/2020,43.5,5,0,20,2
Subscriber,10028,Manhattan,Upper East Side,10075,Manhattan,Upper East Side,16/11/2020,16/11/2020,58.1,2.9,0,20,1
Customer,11222,Brooklyn,Greenpoint,11206,Brooklyn,Bushwick and Williamsburg,09/09/2020,09/09/2020,82,4,0,10,1
Customer,11222,Brooklyn,Greenpoint,11222,Brooklyn,Greenpoint,27/09/2020,27/09/2020,63.5,4.8,0,0,1
Subscriber,11222,Brooklyn,Greenpoint,10022,Manhattan,Gramercy Park and Murray Hill,15/08/2020,15/08/2020,80.7,3.3,0,50,1
Customer,11222,Brooklyn,Greenpoint,11222,Brooklyn,Greenpoint,29/09/2020,29/09/2020,75.6,2.7,0,440,1
Subscriber,11222,Brooklyn,Greenpoint,11238,Brooklyn,Central Brooklyn,30/11/2020,30/11/2020,39.4,6,0,30,1
Subscriber,10028,Manhattan,Upper East Side,10075,Manhattan,Upper East Side,02/10/2020,02/10/2020,52.7,9.9,0.14,20,1
Subscriber,10021,Manhattan,Upper East Side,10016,Manhattan,Gramercy Park and Murray Hill,15/12/2020,15/12/2020,61.8,8.6,0.42,30,1
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,10012,Manhattan,Greenwich Village and Soho,30/11/2020,30/11/2020,39.4,6,0,30,1
Customer,11222,Brooklyn,Greenpoint,10065,Manhattan,Upper East Side,17/09/2020,17/09/2020,77,1.3,0,30,2
Subscriber,11222,Brooklyn,Greenpoint,10012,Manhattan,Greenwich Village and Soho,06/11/2020,06/11/2020,69.4,3.7,0.01,30,2
Subscriber,11221,Brooklyn,Bushwick and Williamsburg,11222,Brooklyn,Greenpoint,03/12/2020,03/12/2020,50.9,6.2,0.1,20,1
Subscriber,10021,Manhattan,Upper East Side,10011,Manhattan,Chelsea and Clinton,29/09/2020,29/09/2020,75.6,2.7,0,20,1
Subscriber,11101,Queens,Northwest Queens,10012,Manhattan,Greenwich Village and Soho,02/09/2020,02/09/2020,81.1,1.8,0,40,1
Subscriber,10028,Manhattan,Upper East Side,10010,Manhattan,Gramercy Park and Murray Hill,19/10/2020,19/10/2020,42.9,2.2,0,30,1
Subscriber,10075,Manhattan,Upper East Side,10001,Manhattan,Chelsea and Clinton,01/10/2020,01/10/2020,59.8,7.6,0.04,90,1
Subscriber,10069,Manhattan,West Side,10280,Manhattan,Lower Manhattan,20/10/2020,20/10/2020,56.2,5.7,0,40,1
Subscriber,11206,Brooklyn,Bushwick and Williamsburg,10014,Manhattan,Greenwich Village and Soho,09/09/2020,09/09/2020,82,4,0,30,1
Subscriber,10021,Manhattan,Upper East Side,10167,Manhattan,Gramercy Park and Murray Hill,12/10/2020,12/10/2020,64.4,3.7,0,10,3
